Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz
OG0020909	adv_AWL29689.1																	
OG0020910	adv_AWL29694.1																	
OG0020911	adv_AWL29700.1																	
OG0020912	adv_AWL29707.1																	
OG0020913	adv_AWL29712.1																	
OG0020914	adv_AWL29713.1																	
OG0020915	adv_AWL29715.1																	
OG0020916	adv_AWL29716.1																	
OG0020917	adv_AWL29719.1																	
OG0020918	adv_AWL29720.1																	
OG0020919	adv_AWL29725.1																	
OG0020920	adv_AWL29734.1																	
OG0020921	adv_AWL29741.1																	
OG0020922	adv_AWL29744.1																	
OG0020923	adv_AWL29745.1																	
OG0020924	adv_AWL29755.1																	
OG0020925	adv_AWL29757.1																	
OG0020926	adv_AWL29761.1																	
OG0020927	adv_AWL29770.1																	
OG0020928	adv_AWL29774.1																	
OG0020929	adv_AWL29775.1																	
OG0020930	adv_AWL29778.1																	
OG0020931	adv_AWL29785.1																	
OG0020932	adv_AWL29796.1																	
OG0020933	adv_AWL29798.1																	
OG0020934	adv_AWL29801.1																	
OG0020935	adv_AWL29803.1																	
OG0020936	adv_AWL29808.1																	
OG0020937	adv_AWL29814.1																	
OG0020938	adv_AWL29824.1																	
OG0020939	adv_AWL29827.1																	
OG0020940	adv_AWL29829.1																	
OG0020941	adv_AWL29841.1																	
OG0020942	adv_AWL29843.1																	
OG0020943	adv_AWL29844.1																	
OG0020944	adv_AWL29845.1																	
OG0020945	adv_AWL29846.1																	
OG0020946	adv_AWL29858.1																	
OG0020947	adv_AWL29866.1																	
OG0020948	adv_AWL29890.1																	
OG0020949	adv_AWL29894.1																	
OG0020950	adv_AWL29898.1																	
OG0020951	adv_AWL29899.1																	
OG0020952	adv_AWL29900.1																	
OG0020953	adv_AWL29909.1																	
OG0020954	adv_AWL29910.1																	
OG0020955	adv_AWL29912.1																	
OG0020956	adv_AWL29949.1																	
OG0020957	adv_AWL29953.1																	
OG0020958	adv_AWL29956.1																	
OG0020959	adv_AWL29969.1																	
OG0020960	adv_AWL29973.1																	
OG0020961	adv_AWL29976.1																	
OG0020962	adv_AWL29977.1																	
OG0020963	adv_AWL29984.1																	
OG0020964	adv_AWL29991.1																	
OG0020965	adv_AWL30009.1																	
OG0020966	adv_AWL30010.1																	
OG0020967	adv_AWL30011.1																	
OG0020968	adv_AWL30021.1																	
OG0020969	adv_AWL30022.1																	
OG0020970	adv_AWL30024.1																	
OG0020971	adv_AWL30027.1																	
OG0020972	adv_AWL30028.1																	
OG0020973	adv_AWL30030.1																	
OG0020974	adv_AWL30032.1																	
OG0020975	adv_AWL30033.1																	
OG0020976	adv_AWL30045.1																	
OG0020977	adv_AWL30046.1																	
OG0020978	adv_AWL30048.1																	
OG0020979	adv_AWL30055.1																	
OG0020980	adv_AWL30056.1																	
OG0020981	adv_AWL30058.1																	
OG0020982	adv_AWL30066.1																	
OG0020983	adv_AWL30073.1																	
OG0020984	adv_AWL30074.1																	
OG0020985	adv_AWL30075.1																	
OG0020986	adv_AWL30078.1																	
OG0020987	adv_AWL30079.1																	
OG0020988	adv_AWL30085.1																	
OG0020989	adv_AWL30086.1																	
OG0020990	adv_AWL30087.1																	
OG0020991	adv_AWL30094.1																	
OG0020992	adv_AWL30096.1																	
OG0020993	adv_AWL30101.1																	
OG0020994	adv_AWL30104.1																	
OG0020995	adv_AWL30105.1																	
OG0020996	adv_AWL30106.1																	
OG0020997	adv_AWL30112.1																	
OG0020998	adv_AWL30115.1																	
OG0020999	adv_AWL30121.1																	
OG0021000	adv_AWL30131.1																	
OG0021001	adv_AWL30142.1																	
OG0021002	adv_AWL30145.1																	
OG0021003	adv_AWL30150.1																	
OG0021004	adv_AWL30151.1																	
OG0021005	adv_AWL30152.1																	
OG0021006	adv_AWL30153.1																	
OG0021007	adv_AWL30155.1																	
OG0021008	adv_AWL30156.1																	
OG0021009	adv_AWL30157.1																	
OG0021010	adv_AWL30159.1																	
OG0021011	adv_AWL30160.1																	
OG0021012	adv_AWL30161.1																	
OG0021013	adv_AWL30162.1																	
OG0021014	adv_AWL30169.1																	
OG0021015	adv_AWL30170.1																	
OG0021016	adv_AWL30177.1																	
OG0021017	adv_AWL30186.1																	
OG0021018	adv_AWL30189.1																	
OG0021019	adv_AWL30193.1																	
OG0021020	adv_AWL30220.1																	
OG0021021	adv_AWL30222.1																	
OG0021022	adv_AWL30227.1																	
OG0021023	adv_AWL30233.1																	
OG0021024	adv_AWL30244.1																	
OG0021025	adv_AWL30246.1																	
OG0021026	adv_AWL30263.1																	
OG0021027	adv_AWL30272.1																	
OG0021028	adv_AWL30273.1																	
OG0021029	adv_AWL30280.1																	
OG0021030	adv_AWL30281.1																	
OG0021031	adv_AWL30293.1																	
OG0021032	adv_AWL30299.1																	
OG0021033	adv_AWL30312.1																	
OG0021034	adv_AWL30313.1																	
OG0021035	adv_AWL30315.1																	
OG0021036	adv_AWL30329.1																	
OG0021037	adv_AWL30330.1																	
OG0021038	adv_AWL30353.1																	
OG0021039	adv_AWL30370.1																	
OG0021040	adv_AWL30374.1																	
OG0021041	adv_AWL30388.1																	
OG0021042	adv_AWL30389.1																	
OG0021043	adv_AWL30392.1																	
OG0021044	adv_AWL30394.1																	
OG0021045	adv_AWL30398.1																	
OG0021046	adv_AWL30401.1																	
OG0021047	adv_AWL30414.1																	
OG0021048	adv_AWL30425.1																	
OG0021049	adv_AWL30428.1																	
OG0021050	adv_AWL30429.1																	
OG0021051	adv_AWL30430.1																	
OG0021052	adv_AWL30431.1																	
OG0021053	adv_AWL30436.1																	
OG0021054	adv_AWL30437.1																	
OG0021055	adv_AWL30446.1																	
OG0021056	adv_AWL30452.1																	
OG0021057	adv_AWL30453.1																	
OG0021058	adv_AWL30465.1																	
OG0021059	adv_AWL30466.1																	
OG0021060	adv_AWL30468.1																	
OG0021061	adv_AWL30469.1																	
OG0021062	adv_AWL30473.1																	
OG0021063	adv_AWL30481.1																	
OG0021064	adv_AWL30487.1																	
OG0021065	adv_AWL30488.1																	
OG0021066	adv_AWL30494.1																	
OG0021067	adv_AWL30496.1																	
OG0021068	adv_AWL30498.1																	
OG0021069	adv_AWL30502.1																	
OG0021070	adv_AWL30512.1																	
OG0021071	adv_AWL30515.1																	
OG0021072	adv_AWL30516.1																	
OG0021073	adv_AWL30519.1																	
OG0021074	adv_AWL30520.1																	
OG0021075	adv_AWL30521.1																	
OG0021076	adv_AWL30524.1																	
OG0021077	adv_AWL30538.1																	
OG0021078	adv_AWL30540.1																	
OG0021079	adv_AWL30542.1																	
OG0021080	adv_AWL30546.1																	
OG0021081	adv_AWL30555.1																	
OG0021082	adv_AWL30558.1																	
OG0021083	adv_AWL30560.1																	
OG0021084	adv_AWL30565.1																	
OG0021085		ath_NP_001030636.1																
OG0021086		ath_NP_001030667.1																
OG0021087		ath_NP_001030679.1																
OG0021088		ath_NP_001030686.1																
OG0021089		ath_NP_001030688.1																
OG0021090		ath_NP_001030757.1																
OG0021091		ath_NP_001030770.1																
OG0021092		ath_NP_001030797.1																
OG0021093		ath_NP_001030804.1																
OG0021094		ath_NP_001030836.1																
OG0021095		ath_NP_001030838.1																
OG0021096		ath_NP_001030898.1																
OG0021097		ath_NP_001030915.1																
OG0021098		ath_NP_001030944.1																
OG0021099		ath_NP_001030946.1																
OG0021100		ath_NP_001031013.1																
OG0021101		ath_NP_001031027.1																
OG0021102		ath_NP_001031038.1																
OG0021103		ath_NP_001031043.1																
OG0021104		ath_NP_001031047.1																
OG0021105		ath_NP_001031077.1																
OG0021106		ath_NP_001031116.1																
OG0021107		ath_NP_001031135.1																
OG0021108		ath_NP_001031146.1																
OG0021109		ath_NP_001031161.1																
OG0021110		ath_NP_001031226.1																
OG0021111		ath_NP_001031249.1																
OG0021112		ath_NP_001031270.1																
OG0021113		ath_NP_001031271.1																
OG0021114		ath_NP_001031298.1																
OG0021115		ath_NP_001031340.1																
OG0021116		ath_NP_001031343.1																
OG0021117		ath_NP_001031344.1																
OG0021118		ath_NP_001031357.1																
OG0021119		ath_NP_001031376.1																
OG0021120		ath_NP_001031392.1																
OG0021121		ath_NP_001031409.1																
OG0021122		ath_NP_001031412.1																
OG0021123		ath_NP_001031476.1																
OG0021124		ath_NP_001031532.1																
OG0021125		ath_NP_001031533.1																
OG0021126		ath_NP_001031592.1																
OG0021127		ath_NP_001031601.1																
OG0021128		ath_NP_001031602.1																
OG0021129		ath_NP_001031605.1																
OG0021130		ath_NP_001031631.1																
OG0021131		ath_NP_001031638.1																
OG0021132		ath_NP_001031665.1																
OG0021133		ath_NP_001031732.1																
OG0021134		ath_NP_001031757.1																
OG0021135		ath_NP_001031780.2																
OG0021136		ath_NP_001031801.1																
OG0021137		ath_NP_001031804.1																
OG0021138		ath_NP_001031807.1																
OG0021139		ath_NP_001031808.1																
OG0021140		ath_NP_001031813.1																
OG0021141		ath_NP_001031815.1																
OG0021142		ath_NP_001031816.1																
OG0021143		ath_NP_001031821.1																
OG0021144		ath_NP_001031841.1																
OG0021145		ath_NP_001031846.1																
OG0021146		ath_NP_001031863.1																
OG0021147		ath_NP_001031868.1																
OG0021148		ath_NP_001031878.1																
OG0021149		ath_NP_001031954.1																
OG0021150		ath_NP_001031967.1																
OG0021151		ath_NP_001032029.1																
OG0021152		ath_NP_001032040.1																
OG0021153		ath_NP_001032057.1																
OG0021154		ath_NP_001032081.1																
OG0021155		ath_NP_001032082.1																
OG0021156		ath_NP_001032085.2																
OG0021157		ath_NP_001032111.1																
OG0021158		ath_NP_001032134.1																
OG0021159		ath_NP_001032165.1																
OG0021160		ath_NP_001077457.1																
OG0021161		ath_NP_001077458.1																
OG0021162		ath_NP_001077475.1																
OG0021163		ath_NP_001077476.1																
OG0021164		ath_NP_001077477.1																
OG0021165		ath_NP_001077497.1																
OG0021166		ath_NP_001077498.1																
OG0021167		ath_NP_001077499.1																
OG0021168		ath_NP_001077516.1																
OG0021169		ath_NP_001077543.1																
OG0021170		ath_NP_001077572.1																
OG0021171		ath_NP_001077622.1																
OG0021172		ath_NP_001077623.1																
OG0021173		ath_NP_001077649.1																
OG0021174		ath_NP_001077665.1																
OG0021175		ath_NP_001077668.1																
OG0021176		ath_NP_001077671.1																
OG0021177		ath_NP_001077689.1																
OG0021178		ath_NP_001077705.1																
OG0021179		ath_NP_001077713.1																
OG0021180		ath_NP_001077717.1																
OG0021181		ath_NP_001077758.1																
OG0021182		ath_NP_001077780.1																
OG0021183		ath_NP_001077799.1																
OG0021184		ath_NP_001077821.1																
OG0021185		ath_NP_001077832.1																
OG0021186		ath_NP_001077837.1																
OG0021187		ath_NP_001077901.1																
OG0021188		ath_NP_001077955.1																
OG0021189		ath_NP_001077984.1																
OG0021190		ath_NP_001078008.1																
OG0021191		ath_NP_001078044.1																
OG0021192		ath_NP_001078054.1																
OG0021193		ath_NP_001078068.1																
OG0021194		ath_NP_001078117.1																
OG0021195		ath_NP_001078144.1																
OG0021196		ath_NP_001078187.1																
OG0021197		ath_NP_001078189.1																
OG0021198		ath_NP_001078200.1																
OG0021199		ath_NP_001078204.1																
OG0021200		ath_NP_001078213.1																
OG0021201		ath_NP_001078218.1																
OG0021202		ath_NP_001078258.1																
OG0021203		ath_NP_001078267.1																
OG0021204		ath_NP_001078333.1																
OG0021205		ath_NP_001078349.1																
OG0021206		ath_NP_001078358.1																
OG0021207		ath_NP_001078388.1																
OG0021208		ath_NP_001078401.1																
OG0021209		ath_NP_001078465.1																
OG0021210		ath_NP_001078473.1																
OG0021211		ath_NP_001078489.1																
OG0021212		ath_NP_001078499.1																
